organisation,mobile,route,community,stop,address,postcode,geox,geoy,day,arrival,departure,frequency,start,end,timetable
Essex,County Mobile 1,Week 1 Monday,Rivenhall,Beech Road,"Beech Road, Rivenhall",CM8 3PF,,,Monday,09:20,09:50,FREQ=WEEKLY;INTERVAL=3,2019-10-14,,https://libraries.essex.gov.uk//mobile-library-service/rivenhall/beech-road/
Essex,County Mobile 2,Week 3 Thursday,Steeple,Garden Fields,"Garden Fields, Steeple",CM0 7LG,,,Thursday,13:10,13:40,FREQ=WEEKLY;INTERVAL=3,2019-10-31,,https://libraries.essex.gov.uk//mobile-library-service/steeple/garden-fields/
Essex,County Mobile 2,Week 3 Thursday,Maylandsea,"The Drive, layby outside school","The Drive, layby outside school, Maylandsea",CM3 6AB,,,Thursday,13:50,14:20,FREQ=WEEKLY;INTERVAL=3,2019-10-31,,https://libraries.essex.gov.uk//mobile-library-service/maylandsea/the-drive-layby-outside-school/
Essex,County Mobile 2,Week 3 Thursday,Latchingdon,Meadow Way,"Meadow Way, Latchingdon",CM3 6LH,,,Thursday,14:30,15:00,FREQ=WEEKLY;INTERVAL=3,2019-10-31,,https://libraries.essex.gov.uk//mobile-library-service/latchingdon/meadow-way/
Essex,County Mobile 1,Week 3 Friday,Colchester,St Michaels School,"St Michaels School, Colchester",CO2 9RA,,,Friday,09:40,10:10,FREQ=WEEKLY;INTERVAL=3,2019-11-01,,https://libraries.essex.gov.uk//mobile-library-service/colchester/st-michaels-school/
Essex,County Mobile 1,Week 3 Friday,Blackheath,Cherrytree School,"Cherrytree School, Blackheath",CO2 0BG,,,Friday,10:20,10:50,FREQ=WEEKLY;INTERVAL=3,2019-11-01,,https://libraries.essex.gov.uk//mobile-library-service/blackheath/cherrytree-school/
Essex,County Mobile 1,Week 3 Friday,Rowhedge,Rowhedge Village Hall,"Rowhedge Village Hall, Rowhedge",CO5 7HZ,,,Friday,11:05,11:35,FREQ=WEEKLY;INTERVAL=3,2019-11-01,,https://libraries.essex.gov.uk//mobile-library-service/rowhedge/rowhedge-village-hall/
Essex,County Mobile 1,Week 3 Friday,Langenhoe,Bracken Way,"Bracken Way, Langenhoe",CO5 7PG,,,Friday,11:50,12:20,FREQ=WEEKLY;INTERVAL=3,2019-11-01,,https://libraries.essex.gov.uk//mobile-library-service/langenhoe/bracken-way/
Essex,County Mobile 1,Week 3 Friday,Peldon,The Glebe,"The Glebe, Peldon",CO5 7QH,,,Friday,12:30,13:00,FREQ=WEEKLY;INTERVAL=3,2019-11-01,,https://libraries.essex.gov.uk//mobile-library-service/peldon/the-glebe/
Essex,County Mobile 1,Week 3 Friday,Great Wigborough,Creek View Cottages,"Creek View Cottages, Great Wigborough",CO5 7SB,,,Friday,13:55,14:25,FREQ=WEEKLY;INTERVAL=3,2019-11-01,,https://libraries.essex.gov.uk//mobile-library-service/great-wigborough/creek-view-cottages/
Essex,County Mobile 1,Week 3 Friday,Salcott,Salcott The Street,"Salcott The Street, Salcott",CM9 8HL,,,Friday,14:35,15:05,FREQ=WEEKLY;INTERVAL=3,2019-11-01,,https://libraries.essex.gov.uk//mobile-library-service/salcott/salcott-the-street/
Essex,County Mobile 1,Week 3 Friday,Birch,Birch Primary School,"Birch Primary School, Birch",CO2 0LZ,,,Friday,15:35,16:05,FREQ=WEEKLY;INTERVAL=3,2019-11-01,,https://libraries.essex.gov.uk//mobile-library-service/birch/birch-primary-school/
Essex,County Mobile 2,Week 3 Friday,Little Sampford,Little Sampford Pre-School,"Little Sampford Pre-School, Little Sampford",CB102SA,,,Friday,10:05,10:35,FREQ=WEEKLY;INTERVAL=3,2019-11-01,,https://libraries.essex.gov.uk//mobile-library-service/little-sampford/little-sampford-pre-school/
Essex,County Mobile 2,Week 3 Friday,Great Sampford,Red Lion,"Red Lion, Great Sampford",CB102RL,,,Friday,10:40,11:10,FREQ=WEEKLY;INTERVAL=3,2019-11-01,,https://libraries.essex.gov.uk//mobile-library-service/great-sampford/red-lion/
Essex,County Mobile 2,Week 3 Friday,Hempstead,Hempstead Village Hall,"Hempstead Village Hall, Hempstead",CB102PD,,,Friday,11:20,11:50,FREQ=WEEKLY;INTERVAL=3,2019-11-01,,https://libraries.essex.gov.uk//mobile-library-service/hempstead/hempstead-village-hall/
Essex,County Mobile 2,Week 3 Friday,Radwinter,The Primary School,"The Primary School, Radwinter",CB102TX,,,Friday,12:00,12:30,FREQ=WEEKLY;INTERVAL=3,2019-11-01,,https://libraries.essex.gov.uk//mobile-library-service/radwinter/the-primary-school/
Essex,County Mobile 2,Week 3 Friday,Ashdon,Ashdon Baptist Church,"Ashdon Baptist Church, Ashdon",CB102ET,,,Friday,13:25,13:55,FREQ=WEEKLY;INTERVAL=3,2019-11-01,,https://libraries.essex.gov.uk//mobile-library-service/ashdon/ashdon-baptist-church/
Essex,County Mobile 2,Week 3 Friday,Sewards End,Sewards End Village Hall,"Sewards End Village Hall, Sewards End",CB102LG,,,Friday,14:10,14:40,FREQ=WEEKLY;INTERVAL=3,2019-11-01,,https://libraries.essex.gov.uk//mobile-library-service/sewards-end/sewards-end-village-hall/
Essex,County Mobile 2,Week 3 Friday,Wimbish,Maple Lane (near school),"Maple Lane (near school), Wimbish",CB10 2XE,,,Friday,14:55,15:25,FREQ=WEEKLY;INTERVAL=3,2019-11-01,,https://libraries.essex.gov.uk//mobile-library-service/wimbish/wimbish-maple-lane-near-school/
Essex,County Mobile 2,Week 3 Friday,Newport,Frambury Lane,"Frambury Lane, Newport",CB113PX,,,Friday,15:45,16:15,FREQ=WEEKLY;INTERVAL=3,2019-11-01,,https://libraries.essex.gov.uk//mobile-library-service/newport/frambury-lane/
Essex,County Mobile 1,Week 3 Saturday,Clavering,United Reformed Church,"United Reformed Church, Clavering",CB114PF,,,Saturday,10:30,11:00,FREQ=WEEKLY;INTERVAL=3,2019-10-12,,https://libraries.essex.gov.uk//mobile-library-service/clavering/united-reformed-church/
Essex,County Mobile 1,Week 3 Saturday,Berden,Village Centre Telephone Kiosk,"Village Centre Telephone Kiosk, Berden",CM231AE,,,Saturday,11:05,11:35,FREQ=WEEKLY;INTERVAL=3,2019-10-12,,https://libraries.essex.gov.uk//mobile-library-service/berden/village-centre-telephone-kiosk/
Essex,County Mobile 1,Week 3 Saturday,Farnham,Globe Crescent,"Globe Crescent, Farnham",CM231HS,,,Saturday,12:25,12:55,FREQ=WEEKLY;INTERVAL=3,2019-10-12,,https://libraries.essex.gov.uk//mobile-library-service/farnham/globe-crescent/
Essex,County Mobile 1,Week 3 Saturday,Birchanger,Working Mens Club,"Working Mens Club, Birchanger",CM235QJ,,,Saturday,13:55,14:25,FREQ=WEEKLY;INTERVAL=3,2019-10-12,,https://libraries.essex.gov.uk//mobile-library-service/birchanger/working-mens-club/
Essex,County Mobile 1,Week 3 Saturday,Bedlars Green,The Pub,"The Pub, Bedlars Green",CM227TP,,,Saturday,15:00,15:30,FREQ=WEEKLY;INTERVAL=3,2019-10-12,,https://libraries.essex.gov.uk//mobile-library-service/bedlars-green/the-pub/
Essex,County Mobile 1,Week 3 Saturday,Woodside Green,Woodside Green - The Green,"Woodside Green - The Green, Woodside Green",CM22 7UL,,,Saturday,15:40,16:10,FREQ=WEEKLY;INTERVAL=3,2019-10-12,,https://libraries.essex.gov.uk//mobile-library-service/woodside-green/woodside-green-the-green/
Essex,County Mobile 1,Week 3 Saturday,Little Hallingbury,Little Hallingbury Village Hall,"Little Hallingbury Village Hall, Little Hallingbury",CM227RD,,,Saturday,16:15,16:45,FREQ=WEEKLY;INTERVAL=3,2019-10-12,,https://libraries.essex.gov.uk//mobile-library-service/little-hallingbury/little-hallingbury-village-hall/
