Vehicle,Route,B,Day,StopNo,MainLocation,SecondaryLocation,Postcode,Freq,Easting,Northing,Arrive,Depart,stop duration,Stop Time,Stop Time (dec),Travel time
HMOB,H15,3rd,Monday,8,Offord Darcy,"Orchard Way, opp. Bramley Drive.",PE19 5RE,monthly,522029,266893,15:55:00,16:15:00,00:20:00,00:20:00,0.33,00:10:00
HMOB,H15,3rd,Monday,9,Offord Cluny,Elm Drive,PE19 5RN,monthly,522050.31,266895.72,16:25:00,16:40:00,00:15:00,00:15:00,0.25,00:10:00
HMOB,H16,3rd,Tuesday,1,Arrington,Church Lane,SG8 0BD,monthly,532764.7,250237.64,10:10:00,10:40:00,00:30:00,00:30:00,0.50,17:30:00
HMOB,H16,3rd,Tuesday,2,Croydon,Clopton Close,SG8 0DT,monthly,531258.67,249276.27,10:50:00,11:05:00,00:15:00,00:15:00,0.25,00:10:00
HMOB,H16,3rd,Tuesday,3,East Hatley,"Phone Box, Main Street",SG19 3JA,monthly,528828.07,250691.82,11:15:00,11:30:00,00:15:00,00:15:00,0.25,00:10:00
HMOB,H16,3rd,Tuesday,4,Orwell,Lordship Close,SG8 5TH,monthly,536180.62,250422.37,11:50:00,12:20:00,00:30:00,00:30:00,0.50,00:20:00
HMOB,H16,3rd,Tuesday,5,Orwell,Hurdleditch Road,SG8 5QG,monthly,535818.58,249934.42,12:30:00,12:50:00,00:20:00,00:20:00,0.33,00:10:00
HMOB,H16,3rd,Tuesday,6,Abington Piggots,The Pig and Abbot,SG8 0SD,monthly,530752.72,244538.48,14:00:00,14:15:00,00:15:00,00:15:00,0.25,01:10:00
HMOB,H16,1st & 3rd,Tuesday,7,Bassingbourn,Knutsford Road,SG8 5HS,twice monthly,533433.44,243893.92,14:30:00,16:00:00,01:30:00,01:30:00,1.50,00:15:00
HMOB,H17,3rd,Wednesday,1,Huntingdon,"Skeels Court, Thames Rd.",PE29 1TD,monthly,524824,273421,10:00:00,10:30:00,00:30:00,00:30:00,0.50,18:00:00
HMOB,H17,3rd,Wednesday,2,St Ives,Broadleas Court,PE27 5XG,monthly,531329,271554,10:50:00,11:10:00,00:20:00,00:20:00,0.33,00:20:00
HMOB,H17,3rd,Wednesday,3,St Ives,"Harvest Court, North Rd.",PE27 5QZ,monthly,531203.79,271624.54,11:15:00,11:45:00,00:30:00,00:30:00,0.50,00:05:00
HMOB,H17,3rd,Wednesday,4,St Ives,Field Lodge,PE27 5EX,monthly,530765,270303,12:00:00,12:30:00,00:30:00,00:30:00,0.50,00:15:00
HMOB,H17,3rd,Wednesday,5,Houghton,The Three Horseshoes Inn car park.,PE28 2BE,monthly,528292,272779,14:00:00,14:15:00,00:15:00,00:15:00,0.25,01:30:00
HMOB,H17,3rd,Wednesday,6,Wyton,"Pine Hill Park, Sawtry Way.",PE28 2DZ,monthly,528602.19,273180.52,14:25:00,15:00:00,00:35:00,00:35:00,0.58,00:10:00
HMOB,H17,3rd,Wednesday,7,Wyton on the Hill,"Cambridge Square, playground.",PE28 2JB,monthly,528724.37,273424.51,15:10:00,15:40:00,00:30:00,00:30:00,0.50,00:10:00
HMOB,H17,3rd,Wednesday,8,Huntingdon,"Medway Court, Medway Road.",PE29 1SF,monthly,524499.4,273373.03,16:00:00,16:30:00,00:30:00,00:30:00,0.50,00:20:00
HMOB,H18,3rd,Thursday,1,Little Stukeley,Church Way,PE28 4BQ,monthly,520915,275684,10:10:00,10:30:00,00:20:00,00:20:00,0.33,17:40:00
HMOB,H18,3rd,Thursday,2,Alconbury,"Crown Gardens, High St.",PE28 4HP,monthly,518642.9,275874.46,10:45:00,11:15:00,00:30:00,00:30:00,0.50,00:15:00
HMOB,H18,3rd,Thursday,3,Sawtry,"Mellors Court, High St.",PE28 5SP,monthly,516719.24,283917.23,11:35:00,12:05:00,00:30:00,00:30:00,0.50,00:20:00
HMOB,H18,3rd,Thursday,4,Glatton,"The Green, Infield Rd.",PE28 5RP,monthly,515449,286017,12:15:00,12:30:00,00:15:00,00:15:00,0.25,00:10:00
HMOB,H18,3rd,Thursday,5,Great Gidding,"Playing Field, Winwick Road",PE28 5PB,monthly,511661,282895,12:40:00,12:55:00,00:15:00,00:15:00,0.25,00:10:00
HMOB,H18,3rd,Thursday,6,Winwick,The Green,PE28 5PP,monthly,510398.25,280700.37,14:10:00,14:30:00,00:20:00,00:20:00,0.33,01:15:00
HMOB,H18,3rd,Thursday,7,Hamerton,Sawpit Lane,PE28 5QS,monthly,513584.91,279619.87,14:45:00,15:00:00,00:15:00,00:15:00,0.25,00:15:00
HMOB,H18,3rd,Thursday,8,Upton,The Church,PE28 4JD,monthly,517467.2,278474.98,15:15:00,15:45:00,00:30:00,00:30:00,0.50,00:15:00
HMOB,H18,3rd,Thursday,9,Alconbury Weston,The Green,PE28 4JP,monthly,517866.9,276850.16,16:00:00,16:30:00,00:30:00,00:30:00,0.50,00:15:00
HMOB,H19,3rd,Friday,1,Toseland,75 High Street,PE19 6RX,monthly,523950,262565,10:15:00,10:30:00,00:15:00,00:15:00,0.25,17:45:00
HMOB,H19,3rd,Friday,2,Yelling,47 High Street,PE19 6SB,monthly,525534,262605,10:40:00,10:55:00,00:15:00,00:15:00,0.25,00:10:00
HMOB,H19,3rd,Friday,3,Longstowe,Rushbrook Close,CB23 2UL,monthly,530876,255085,11:10:00,11:25:00,00:15:00,00:15:00,0.25,00:15:00
HMOB,H19,3rd,Friday,4,Bourn,Meadow Rise,CB23 7TG,monthly,532324.25,256786.69,11:40:00,12:00:00,00:20:00,00:20:00,0.33,00:15:00
HMOB,H19,3rd,Friday,5,Bourn,"School, Riddy Lane",CB23 7SP,monthly,532156.15,256422.57,12:05:00,12:25:00,00:20:00,00:20:00,0.33,00:05:00
HMOB,H19,3rd,Friday,6,Bourn,Hall Close,CB23 7SW,monthly,532155,256322,12:35:00,13:00:00,00:25:00,00:25:00,0.42,00:10:00
HMOB,H19,3rd,Friday,7,Toft,Post Office Green,CB23 2RL,monthly,535962,256213,14:30:00,15:15:00,00:45:00,00:45:00,0.75,01:30:00
HMOB,H19,3rd,Friday,8,Comberton,Nursery Way,CB23 7EL,monthly,538063.9,256100.28,15:25:00,15:55:00,00:30:00,00:30:00,0.50,00:10:00
HMOB,H23,4th,Tuesday,1,Huntingdon,Lord Protector,PE29 1NH,monthly,524811.15,272756.53,10:00:00,10:45:00,00:45:00,00:45:00,0.75,18:05:00
HMOB,H23,4th,Tuesday,2,Hemingford Abbots,Axe & Compass,PE28 9AH,monthly,528284.76,271066.01,11:05:00,11:20:00,00:15:00,00:15:00,0.25,00:20:00
HMOB,H23,4th,Tuesday,3,Hemingford Grey,Church Street,PE28 9DF,monthly,529516.44,270601.58,11:30:00,12:10:00,00:40:00,00:40:00,0.67,00:10:00
HMOB,H23,4th,Tuesday,4,Hemingford Grey,"Old Pound Close, opp. The School.",PE28 9DY,monthly,529924.09,270690.1,12:20:00,12:35:00,00:15:00,00:15:00,0.25,00:10:00
HMOB,H23,2nd & 4th,Tuesday,5,Over,"The Green, Willingham Rd.",CB24 5PD,twice monthly,537801.81,270510.28,14:00:00,14:30:00,00:30:00,00:30:00,0.50,01:25:00
HMOB,H23,2nd & 4th,Tuesday,6,Over,"Elm Court, Drings Close.",CB24 5SB,twice monthly,537312,270420,14:40:00,15:30:00,00:50:00,00:50:00,0.83,00:10:00
HMOB,H23,2nd & 4th,Tuesday,7,Over,Hilton Street,CB24 5PU,twice monthly,537582.8,270207.88,15:40:00,16:30:00,00:50:00,00:50:00,0.83,00:10:00
HMOB,H24,4th,Wednesday,1,Ellington,Mermaid Pub,PE28 0AD,monthly,518035,271826,10:00:00,10:30:00,00:30:00,00:30:00,0.50,17:30:00
HMOB,H24,4th,Wednesday,2,Grafham,Breach Road,PE28 0BA,monthly,516146.31,269220.2,10:40:00,11:05:00,00:25:00,00:25:00,0.42,00:10:00
HMOB,H24,4th,Wednesday,3,Perry,Chichester Way,PE28 0BS,monthly,514860.65,266915.17,11:15:00,12:05:00,00:50:00,00:50:00,0.83,00:10:00
HMOB,H24,4th,Wednesday,4,Hail Weston,Orchard Close,PE19 5LF,monthly,516450,262264,12:25:00,12:45:00,00:20:00,00:20:00,0.33,00:20:00
HMOB,H24,4th,Wednesday,5,Great Staughton,The Causeway,PE19 4DA,monthly,512980.44,264626.29,14:00:00,14:30:00,00:30:00,00:30:00,0.50,01:15:00
HMOB,H24,2nd & 4th,Wednesday,6,Kimbolton,Stow Road (Newtown),PE28 0HX,twice monthly,509804,268416,14:45:00,16:00:00,01:15:00,01:15:00,1.25,00:15:00
HMOB,H24,2nd & 4th,Wednesday,7,Kimbolton,Castle Gardens,PE28 0JF,twice monthly,509658.85,267965.24,16:15:00,16:50:00,00:35:00,00:35:00,0.58,00:15:00
HMOB,H25,4th,Thursday,1,Godmanchester,Old Court Hall,PE29 2HA,monthly,524502.15,270320.72,10:00:00,10:20:00,00:20:00,00:20:00,0.33,17:10:00
HMOB,H25,4th,Thursday,2,Godmanchester,"Oaktree Court, West St.",PE29 2LZ,monthly,524287.03,270296.58,10:30:00,10:55:00,00:25:00,00:25:00,0.42,00:10:00
HMOB,H25,4th,Thursday,3,Swavesey,Thistle Green,CB24 4SA,monthly,536149.97,268639.25,11:20:00,11:50:00,00:30:00,00:30:00,0.50,00:25:00
HMOB,H25,4th,Thursday,4,Longstanton,The Dale,CB24 3DH,monthly,539770.02,266492.71,12:00:00,12:20:00,00:20:00,00:20:00,0.33,00:10:00
HMOB,H25,4th,Thursday,5,Longstanton,Prentice Close,CB24 3DY,monthly,539652.11,266797.22,12:25:00,12:50:00,00:25:00,00:25:00,0.42,00:05:00
HMOB,H25,4th,Thursday,6,Lolworth,The Green,CB23 8HH,monthly,536679.76,264100.68,14:20:00,14:50:00,00:30:00,00:30:00,0.50,01:30:00
HMOB,H25,2nd & 4th,Thursday,7,Fenstanton,"Headlands, Tythe Piece.",PE28 9LR,twice monthly,532174,268312,15:15:00,15:45:00,00:30:00,00:30:00,0.50,00:25:00
HMOB,H25,2nd & 4th,Thursday,8,Fenstanton,Chapel Green,PE28 9JQ,twice monthly,531810,268761,15:50:00,16:20:00,00:30:00,00:30:00,0.50,00:05:00
MMOB,M2,1st,Tuesday,1,March,Elliott Lodge,PE15 8BP,monthly,540551.2,297187,09:45:00,10:10:00,00:25:00,00:25:00,0.42,17:25:00
MMOB,M2,1st,Tuesday,2,March,Shaftesbury Court,PE15 9DG,monthly,542191.52,296123.21,10:20:00,10:50:00,00:30:00,00:30:00,0.50,00:10:00
MMOB,M2,1st,Tuesday,3,March,Upwell Park,PE15 0DR,monthly,542836.69,296047.75,10:55:00,11:15:00,00:20:00,00:20:00,0.33,00:05:00
MMOB,M2,1st,Tuesday,4,March,Fleming Court,PE15 9BH,monthly,542515.43,296484.44,11:30:00,11:45:00,00:15:00,00:15:00,0.25,00:15:00
MMOB,M2,1st,Tuesday,5,Christchurch,Lay-by,SG8 7NT,monthly,549380.14,296648.32,12:15:00,12:45:00,00:30:00,00:30:00,0.50,00:30:00
MMOB,M2,1st,Tuesday,6,Manea,Festival Close,PE15 0HD,monthly,548066.17,289892.97,14:00:00,14:25:00,00:25:00,00:25:00,0.42,01:15:00
MMOB,M2,1st,Tuesday,7,Manea,Station Road,PE15 0HJ,monthly,547967.81,289773.74,14:30:00,15:40:00,01:10:00,01:10:00,1.17,00:05:00
MMOB,M2,1st,Tuesday,8,Manea,High Street,PE15 0JA,monthly,548015.91,289445.05,15:45:00,16:15:00,00:30:00,00:30:00,0.50,00:05:00
MMOB,M3,1st,Wednesday,1,Haddenham,Camping Close,CB6 3UA,monthly,546453,275141.57,10:15:00,11:30:00,01:15:00,01:15:00,1.25,18:00:00
MMOB,M3,1st,Wednesday,2,Aldreth,High Street,CB6 3PQ,monthly,544548.53,273420.75,11:40:00,12:00:00,00:20:00,00:20:00,0.33,00:10:00
MMOB,M3,1st,Wednesday,3,Wilburton,Littlefield Close,CB6 3RU,monthly,548412.3,275342.9,12:15:00,13:00:00,00:45:00,00:45:00,0.75,00:15:00
MMOB,M3,1st,Wednesday,4,Stretham,Cambridge Road,CB6 3LW,monthly,550809.75,274323.2,13:30:00,13:45:00,00:15:00,00:15:00,0.25,00:30:00
MMOB,M3,1st,Wednesday,5,Stretham,Meadowcroft,CB6 3JY,monthly,551492.63,274452.85,13:50:00,14:15:00,00:25:00,00:25:00,0.42,00:05:00
MMOB,M3,1st,Wednesday,6,Stretham,Hazel Court,CB6 3LY,monthly,551379.59,274759.41,14:20:00,14:40:00,00:20:00,00:20:00,0.33,00:05:00
MMOB,M3,1st,Wednesday,7,Mepal,Post Office,CB6 2AW,monthly,544244.9,280830.53,15:15:00,16:00:00,00:45:00,00:45:00,0.75,00:35:00
MMOB,M4,1st ,Thursday,1,Murrow,School,PE13 4HD,monthly,537440.67,306477.74,10:00:00,10:40:00,00:40:00,00:40:00,0.67,18:00:00
MMOB,M4,1st ,Thursday,2,Parson Drove,Payne School,PE13 4JD,monthly,537073,308535,10:50:00,12:15:00,01:25:00,01:25:00,1.42,00:10:00
MMOB,M4,1st ,Thursday,3,Murrow,"Front Road, Paddocks",PE13 4JQ,monthly,537417.97,306981.25,12:25:00,12:40:00,00:15:00,00:15:00,0.25,00:10:00
MMOB,M4,1st ,Thursday,4,Wimblington,King Street,PE15 0QF,monthly,541681.51,292525.09,14:25:00,14:45:00,00:20:00,00:20:00,0.33,01:45:00
MMOB,M4,1st ,Thursday,5,Doddington,26 Newgate,PE15 0SR,monthly,539629.62,290390.12,14:55:00,15:10:00,00:15:00,00:15:00,0.25,00:10:00
